Global Question ID,Source Question Number,Paper ,Unit Name,Chapter Name,Subject / Title,Question Type,Question Text,Option 1,Option 2,Option 3,Option 4,Right Answer,Explanation,Correct Marks,Negative Marks,Difficulty
Q-00799,79,Paper 2,,Chapter 15: EARLY 20TH CENTURY LITERATURE (1901-1914),British Literature,SINGLECORRECT,"Read the following passage and answer the questions that follow:
WHEN I'M ALONE

'When I'm alone' - the words tripped off his tongue
As though to be alone were nothing strange.
'When I was young' he said, when I was young ..?
I thought of age, and loneliness, and change,
I thought how strange we grow when we're alone,
And how unlike the selves that meet, and talk,
And blow the candles out, and say good-night,
Alone ...The word is life endured and known.
It is the stillness where our spirits walk
And all but in most faith is overthrown.
 SIEGFRIED SASSOON

Question 1. For the poet, being alone is a condition conducive to —
Choose the correct answer from the options given below:",happiness of the self,becoming different from others,growing up in an unexpected way,thinking in a strange way,3,"In Siegfried Sassoon’s poem ""When I’m Alone"", solitude is portrayed as a state that transforms the self in unexpected ways.  
The poet reflects on loneliness and change, suggesting that being alone allows personal growth and self-awareness beyond social interaction.  
Solitude becomes a condition for inner realization rather than despair.",2,0,Medium
Q-00800,80,Paper 2,,Chapter 15: EARLY 20TH CENTURY LITERATURE (1901-1914),British Literature,SINGLECORRECT,"Read the following passage and answer the questions that follow:
WHEN I'M ALONE

'When I'm alone' - the words tripped off his tongue
As though to be alone were nothing strange.
'When I was young' he said, when I was young ..?
I thought of age, and loneliness, and change,
I thought how strange we grow when we're alone,
And how unlike the selves that meet, and talk,
And blow the candles out, and say good-night,
Alone ...The word is life endured and known.
It is the stillness where our spirits walk
And all but in most faith is overthrown.
 SIEGFRIED SASSOON

Question 2. For the speaker of the words “When I’m alone,” being alone is —
Choose the correct answer from the options given below:",the normal fate of a human being all his life,the normal fate of a human being when he is young,not unlike being with others whom we meet,not strange as a person should feel alone,1,"For the speaker, solitude is not an anomaly but a fundamental human condition.  
The phrase “When I’m alone” flows naturally, implying that aloneness is the normal, enduring state of human existence rather than a temporary or unusual circumstance.",2,0,Easy
Q-00801,81,Paper 2,,Chapter 15: EARLY 20TH CENTURY LITERATURE (1901-1914),British Literature,SINGLECORRECT,"Read the following passage and answer the questions that follow:
WHEN I'M ALONE

'When I'm alone' - the words tripped off his tongue
As though to be alone were nothing strange.
'When I was young' he said, when I was young ..?
I thought of age, and loneliness, and change,
I thought how strange we grow when we're alone,
And how unlike the selves that meet, and talk,
And blow the candles out, and say good-night,
Alone ...The word is life endured and known.
It is the stillness where our spirits walk
And all but in most faith is overthrown.
 SIEGFRIED SASSOON

Question 1. Which two of the following statements aptly capture the meaning of “Alone” for thinking beings?
A. Meeting, talking, and bidding goodnight
B. Quietude and calmness of self
C. Life lived and understood
D. Becoming free from faith
Choose the correct answer from the options given below:",(A) and (B) only,(C) and (A) only,(B) and (C) only,(D) and (B) only,3,"For Siegfried Sassoon, “Alone” signifies both **quietude** and **life understood through reflection**.  
The poem views solitude as “the stillness where our spirits walk,” a contemplative space where one endures, comprehends, and grows through self-awareness.  
Thus, it captures both serenity and wisdom derived from introspection.",2,0,Medium
Q-00802,37,Paper 2,,Chapter 15: EARLY 20TH CENTURY LITERATURE (1901-1914),British Literature,SINGLECORRECT,"Which of the following statements about E. M. Forster are correct?
A. E. M. Forster was nominated for the Nobel Prize 20 times.
B. ""A Passage to India"" (1924) is his most acclaimed work.
C. His novels explore class, hypocrisy, and social criticism.
D. ""Maurice"" (1971) was published posthumously for its homosexual themes.
E. ""The Longest Journey"" celebrates human isolation as a virtue.
Choose the correct answer from the options given below:","A, B, C and D only","A, C and E only","B, D and E only","A, B, D and E only",1,"Statements A, B, C, and D are correct.  
E. M. Forster was nominated for the Nobel Prize 20 times.  
His most acclaimed novel, ""A Passage to India"", explores colonial conflict and cultural misunderstanding.  
His fiction examines English society’s class divisions and moral duplicity.  
""Maurice"" was published posthumously because of its homosexual theme.  
""The Longest Journey"" does not celebrate isolation; rather, it portrays the search for moral integrity.",2,0,Medium
Q-00803,38,Paper 2,,Chapter 15: EARLY 20TH CENTURY LITERATURE (1901-1914),British Literature,SINGLECORRECT,"Which of the following is not a work by E. M. Forster?
A. ""Where Angels Fear to Tread"" (1905)
B. ""The Longest Journey"" (1907)
C. ""Sons and Lovers"" (1913)
D. ""A Room with a View"" (1908)
E. ""Howards End"" (1910)
Choose the correct answer from the options given below:",A only,C only,D and E only,B and C only,2,"""Sons and Lovers"" (1913) was written by D. H. Lawrence, not E. M. Forster.  
All the other titles listed are novels by Forster.",2,0,Easy
Q-00804,39,Paper 2,,Chapter 15: EARLY 20TH CENTURY LITERATURE (1901-1914),British Literature,SINGLECORRECT,"Which one of the following novels by E. M. Forster is about homosexual love?
Choose the correct answer from the options given below:","""Howards End""","""A Room with a View""","""Maurice""","""Where Angels Fear to Tread""",3,"""Maurice"" (written in 1913–14 and published in 1971) is Forster’s novel centered on homosexual love.  
It portrays the inner and social struggles of Maurice Hall as he discovers and accepts his sexuality in a repressive Edwardian society.",2,0,Easy
Q-00805,40,Paper 2,,Chapter 15: EARLY 20TH CENTURY LITERATURE (1901-1914),British Literature,SINGLECORRECT,"Which among the following are not mentioned as the Aspects of the Novel by E. M. Forster?
A. Story
B. Imagination
C. Plot
D. Harmony
E. Prophecy
F. Prophecy
Choose the correct answer from the options given below:",(A) and (C) only,(C) and (E) only,(A) and (E) only,(B) and (D) only,4,"In ""Aspects of the Novel"" (1927), E. M. Forster identified seven aspects of fiction:  
Story, People, Plot, Fantasy, Prophecy, Pattern, and Rhythm.  
Imagination and Harmony are not listed among these aspects.",2,0,Medium
Q-00806,41,Paper 2,,Chapter 15: EARLY 20TH CENTURY LITERATURE (1901-1914),British Literature,SINGLECORRECT,"Which of the following statements about E. M. Forster’s ""Where Angels Fear to Tread"" (1905) are correct?
A. The novel’s title is taken from Alexander Pope’s ""An Essay on Criticism"".
B. Lilia Herriton travels to Italy and marries Gino Carella.
C. Philip Herriton is sent to Italy to bring Lilia back.
D. The novel ends with the survival of Lilia’s son and the family’s reconciliation.
E. The novel conveys Forster’s warning against interfering in others’ lives.
Choose the correct answer from the options given below:","A, B, C and E only","A, B, D and E only","B, C, D and E only","A, C and D only",1,"The correct statements are A, B, C, and E.  
The title is drawn from Pope’s ""An Essay on Criticism"".  
The novel tells of Lilia’s ill-fated marriage to Gino Carella in Italy.  
Philip is sent to retrieve her, but tragedy ensues.  
Lilia’s child dies, and Forster underscores the moral that people should not interfere in others’ personal affairs.",2,0,Medium
Q-00807,42,Paper 2,,Chapter 15: EARLY 20TH CENTURY LITERATURE (1901-1914),British Literature,SINGLECORRECT,"Which of the following statements about E. M. Forster’s ""A Room with a View"" (1908) are correct?
A. The novel portrays a young woman struggling within Edwardian social restraint.
B. The story is set both in Italy and England.
C. Lucy Honeychurch becomes engaged to George Emerson but later rejects him.
D. Lucy realizes her love for George and breaks off her engagement with Cecil Vyse.
E. The novel concludes with Lucy and George reuniting in Florence.
Choose the correct answer from the options given below:","A, B, D and E only","A, C, D and E only","A, B, C and D only","B, C, D and E only",1,"The correct statements are A, B, D, and E.  
""A Room with a View"" portrays Lucy Honeychurch’s emotional awakening.  
It contrasts repressive English society with the liberating atmosphere of Italy.  
Lucy realizes her genuine love for George Emerson and reunites with him in Florence.",2,0,Medium
Q-00808,43,Paper 2,,Chapter 15: EARLY 20TH CENTURY LITERATURE (1901-1914),British Literature,SINGLECORRECT,"Which of the following statements about E. M. Forster’s ""Howards End"" (1910) are correct?
A. The novel explores the contrasting values of the Schlegels and the Wilcoxes.
B. Margaret Schlegel forms a deep bond with Ruth Wilcox.
C. Ruth Wilcox officially wills Howards End to Margaret in her legal testament.
D. The Wilcox family initially ignores Ruth’s handwritten wish.
E. Margaret eventually inherits Howards End after marrying Henry Wilcox.
Choose the correct answer from the options given below:","A, B, D and E only","A, C, D and E only","A, B, C and D only","B, C, D and E only",1,"The correct statements are A, B, D, and E.  
""Howards End"" contrasts idealism and materialism through the Schlegel and Wilcox families.  
Ruth Wilcox’s informal wish for Margaret to inherit the house is ignored by her family.  
Eventually, Margaret becomes its owner after marrying Henry Wilcox, fulfilling Ruth’s symbolic intention.",2,0,Medium
Q-00809,44,Paper 2,,Chapter 15: EARLY 20TH CENTURY LITERATURE (1901-1914),British Literature,SINGLECORRECT,"Which of the following statements about E. M. Forster’s ""A Passage to India"" (1924) are correct?
A. The title of the novel comes from Walt Whitman’s poem ""Passage to India"".
B. Mrs. Moore befriends Dr. Aziz during her visit to British India.
C. Adela Quested accuses Dr. Aziz of assault in the Marabar Caves.
D. Mrs. Moore testifies in court, helping Aziz’s acquittal.
E. The novel ends with Aziz and Fielding reconciling completely.
Choose the correct answer from the options given below:","A, B and C only","A, B and D only","A, C and E only","B, D and E only",1,"The correct statements are A, B, and C.  
The title of ""A Passage to India"" is taken from Walt Whitman’s poem of the same name.  
Mrs. Moore forms a genuine friendship with Dr. Aziz.  
Adela Quested’s false accusation leads to a tense trial that exposes colonial prejudice.  
Mrs. Moore dies before the trial, and Aziz and Fielding do not reconcile fully.",2,0,Hard
Q-00810,45,Paper 2,,Chapter 15: EARLY 20TH CENTURY LITERATURE (1901-1914),British Literature,SINGLECORRECT,"Which of the following statements about E. M. Forster’s ""Maurice"" (1971) are correct?
A. It tells the story of homosexual love in early 20th-century England.
B. The novel was written between 1913 and 1914 but published posthumously.
C. The character Alec Scudder was inspired by Edward Carpenter.
D. Forster shared the novel widely during his lifetime.
Choose the correct answer from the options given below:","A, B and C only",A and D only,"B, C and D only","A, B, C and D",1,"The correct statements are A, B, and C.  
""Maurice"" tells a story of homosexual love set in Edwardian England.  
It was written between 1913 and 1914 but published after Forster’s death in 1971 due to its sensitive theme.  
The character Alec Scudder was partly inspired by Edward Carpenter, the English socialist and gay rights pioneer.  
Forster did not publish or share the novel widely during his lifetime.",2,0,Medium
Q-00811,46,Paper 2,,Chapter 15: EARLY 20TH CENTURY LITERATURE (1901-1914),British Literature,SINGLECORRECT,"Which of the following statements about E. M. Forster’s ""Aspects of the Novel"" (1927) are correct?
A. It originated from a series of lectures delivered at Trinity College.
B. Forster identifies seven universal aspects of the novel.
C. Virginia Woolf criticized the book for lacking definitive rules of fiction.
D. W. Somerset Maugham claimed to have learned novel-writing from Forster.
Choose the correct answer from the options given below:","A, B and C only","A, C and D only","A, B, C and D",B and D only,3,"All statements A, B, C, and D are correct.  
""Aspects of the Novel"" originated from Forster’s Clark Lectures at Trinity College, Cambridge, in 1927.  
He identified seven aspects of fiction: Story, People, Plot, Fantasy, Prophecy, Pattern, and Rhythm.  
Virginia Woolf found the work too flexible and lacking in prescriptive criticism.  
W. Somerset Maugham acknowledged Forster’s influence on his own understanding of fiction.",2,0,Medium
